Número Licitação;Número Processo;Objeto;Modalidade Compra;Situação Licitação;Código Órgão Superior;Nome Órgão Superior;Código Órgão;Nome Órgão;Código UG;Nome UG;Município;Data Resultado Compra;Data Abertura; Valor Licitação 
12019;001/2019;Objeto: Contratação de serviço de transporte rodoviário para conscritos 2019 e militares desincorporados 2019, do 1º B Com.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160250;1 BATALHAO DE COMUNICACOES;SANTO ANGELO;25/01/2019;;R$ 4.980
12019;001/2019;Objeto: Prestação de serviços de publicação no Diário Oficial da União, durante o exercício de 2019, de atos oficiais e demais matérias de interesse da Embrapa Territorial.;Inexigibilidade de Licitação;Publicado;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135050;EMBRAPA/CNPM;CAMPINAS;23/01/2019;;R$ 20.000
12019;1,00E+14;Objeto: Contratação de curso de formação e capacitação de pregoeiro com prática no portal de compras do governo federal, fornecido pela empresa Profª Antonieta Cursos e Capacitação Profissional LTDA, que ocorrerá na data de 28 a 30 de janeiro de 2019, das 08:00 às 12:30rs e das 13:30 às 16:00hs, no total de 21 horas, no Hotel St. Paul Plaza - Setor Hoteleiro Sul - SHS, Quadra 02, Bloco 'H' - Asa Sul - Brasília - DF.;Dispensa de Licitação;Encerrado;20000;Presidência da República;24208;Instituto Nacional de Tecnologia da Informaçã;243001;INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI;BRASILIA;22/01/2019;;R$ 4.260
12019;12019;Objeto: Material destinado a atender as necessidades desta UG, (container);Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160209;COMANDO 15 BRIGADA DE INFANTARIA MECANIZADA;CASCAVEL;29/01/2019;;R$ 13.000
12019;12019;Objeto: Contratação de seguro para a frota de veículos para a Embrapa/CNPMF.;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135014;EMBRAPA/CNPMF;CRUZ DAS ALMAS;31/01/2019;;R$ 15.835
12019;12019;Objeto: Prestação de serviços de energia elétrica.;Dispensa de Licitação;Publicado;52000;Ministério da Defesa;52222;Fundação Osório;164204;FUNDACAO OSORIO;RIO DE JANEIRO;15/01/2019;;R$ 282.884
12019;001261/2019-16;Objeto: Publicação no Diário Oficial da União, de atos oficiais e demais matérias de interesse do Campus Ji-Paraná;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26421;Instituto Federal de Rondônia;158376;INST.FED.RONDONIA/CAMPUS JI-PARANA;JI-PARANA;31/01/2019;;R$ 16.520
12019;1,35E+14;Objeto: Confecção e fornecimento de carimbos necessários afim de atender a demanda do Ministério da Mulher, da Família e dos Direitos Humanos.;Dispensa de Licitação;Encerrado;81000;Ministério da Mulher, Família e Direitos Huma;81000;Ministério da Mulher, Família e Direitos Huma;810005;COORDENACAO-GERAL DE LOGISTICA - MDH;BRASILIA;24/01/2019;;R$ 7.052
12019;19.010.281.201.855;Objeto: Serviços de fornecimento de Digital Object Identifier (DOI) para a Revista da CGU, visando suprir as necessidades da Controladoria-Geral da União - CGU;Dispensa de Licitação;Encerrado;37000;Controladoria-Geral da União;37000;Controladoria-Geral da União - Unidades com v;370003;COORD-GERAL LICITACAO, CONT.E DOCUMENTACAO;BRASILIA;14/01/2019;;R$ 1.153
12019;1,90E+14;Objeto: Inscrição de 05 (cinco) servidores, em exercício na CGSIS/DTI/SE/CGU, para participação no curso  Treinamento Lean Inception', promovido pela empresa CAROLI Serviços de Treinamento e Editora - EIRELI, inscrita no CNPJ sob n  27.866.142/0001-92, previsto para ocorrer no período 19 de janeiro 2019, em Brasília/DF;Inexigibilidade de Licitação;Encerrado;37000;Controladoria-Geral da União;37000;Controladoria-Geral da União - Unidades com v;370003;COORD-GERAL LICITACAO, CONT.E DOCUMENTACAO;BRASILIA;18/01/2019;;R$ 3.400
12019;002/2019;Objeto: Contratação de serviços gráficos e editoriais.;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135031;EMBRAPA/CPACT;PELOTAS;10/01/2019;;R$ 450
12019;002/2019;Objeto: Aquisição de serviço de recarga de extintores para predio do CRBA;Dispensa de Licitação;Encerrado;25000;Ministério da Economia;37201;Fundação Jorge Duprat Figueiredo, de Seguranç;264008;FUNDACENTRO - UNIDADE DESC. DA BAHIA - BA;SALVADOR;21/01/2019;;R$ 1.590
12019;003/2019;Objeto: Conserto de máquina fotográfica utilizada pelo pesquisador Antonio Aparecido Carpanezzi. A objetiva não sai e a câmera não dispara. Troca das baionetas, limpeza da objetiva e do sensor de imagem;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135028;EMBRAPA/CNPF;COLOMBO;18/01/2019;;R$ 450
12019;003/2019;Objeto: Prestação de Serviços exclusivos e de notória especialização relativos a àgua e esgoto.;Inexigibilidade de Licitação;Publicado;52000;Ministério da Defesa;52222;Fundação Osório;164204;FUNDACAO OSORIO;RIO DE JANEIRO;15/01/2019;;R$ 70.576
12019;004/IMBEL/FPV/19;Objeto: Aquisição de Vale Transporte Urbano;Inexigibilidade de Licitação;Publicado;52000;Ministério da Defesa;52221;Indústria de Material Bélico do Brasil;168004;INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV;PIQUETE;11/01/2019;;R$ 54.432
12019;4,52E+14;Objeto: Contratação de empresa especializada na revisão geral com atualização e configuração de duas centrais telefônicas, marca: Siemens HIPATH 3800/ E1 TMCAS2 30 canais, pertencentes a Advocacia-Geral da União em Goiás, conforme Termo de Referência.;Dispensa de Licitação;Encerrado;63000;Advocacia-Geral da União;63000;Advocacia-Geral da União - Unidades com víncu;110161;SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL;BRASILIA;03/01/2019;;R$ 3.400
12019;005/2018;Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação de serviços de TELEFONIA MÓVEL (Serviço Móvel Pessoal   SMP) e de TELEFONIA FIXA (Telefonia Fixa Comutada   STFC, nas modalidades local e longa distância, incluindo discagem direta gratuita - 0800), durante o período de 12 (doze) meses, conforme condições e especificações estabelecidas no Anexo I - Termo de Referência;Pregão;Evento de Retificação Divulgad;38721;Sem informação;38721;Sem informação;925152;CONSELHO REG. DE CONTABILID. DE MINAS GERAIS;Inválido;31/01/2019;22/01/2019;R$ 24.130
12019;5,10E+14;Objeto: Aquisição de água mineral, acondicionada em garrafões de 20 litros, para atender o consumo dos servidores lotados nas Unidades da Advocacia-Geral da União em Teresina/PI.;Dispensa de Licitação;Encerrado;63000;Advocacia-Geral da União;63000;Advocacia-Geral da União - Unidades com víncu;110096;SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO;RECIFE;22/01/2019;;R$ 11.220
12019;5,95E+14;Objeto: Contratação de concessionária de serviço público para fornecimento de água potável e esgotamento sanitário para a AGU em Ribeirão Preto - SP.;Inexigibilidade de Licitação;Publicado;63000;Advocacia-Geral da União;63000;Advocacia-Geral da União - Unidades com víncu;110099;SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO;SAO PAULO;18/01/2019;;R$ 28.800
12019;6,75E+14;Objeto: Fornecimento de água mineral sem gás em garrafões de 20L (120 un.) para a Procuradoria Seccional da União em Pelotas/RS.;Dispensa de Licitação;Encerrado;63000;Advocacia-Geral da União;63000;Advocacia-Geral da União - Unidades com víncu;110097;SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL;PORTO ALEGRE;14/01/2019;;R$ 1.680
12019;6,77E+14;Objeto: Pregão Eletrônico -  Contratação de empresa especializada para a prestação de serviços de manutenções preventiva e corretiva, assistência técnica com fornecimento de materiais e mão de obra, nos equipamentos e nas instalações de ares condicionados existentes para atender às necessidades das Unidades da Advocacia-Geral da União no estado de Minas Gerais.;Pregão;Evento de Resultado de Julgame;63000;Advocacia-Geral da União;63000;Advocacia-Geral da União - Unidades com víncu;110592;UNIDADE DE ATENDIMENTO EM MINAS GERAIS;BELO HORIZONTE;29/01/2019;21/01/2019; R$ -   
12019;8,06E+14;Objeto: Serviço de Internet;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160173;31º BATALHÃO DE INFANTARIA MOTORIZADO;CAMPINA GRANDE;17/01/2019;;R$ 2.050
12019;1;Objeto: Contratação de mão de obra;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160123;14 GRUPO DE ARTILHARIA DE CAMPANHA;POUSO ALEGRE;29/01/2019;;R$ 1
12019;1;Objeto: Prestação de serviço com seguro obrigatório de viaturas administrativas.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160239;HOSPITAL MILITAR DE RESENDE;RESENDE;31/01/2019;;R$ 224
12019;1;Objeto: Publicação de matéria no Diário Oficial da União(DOU).;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52131;Comando da Marinha;764000;DIRETORIA DO PESSOAL MILITAR DA MARINHA;RIO DE JANEIRO;10/01/2019;;R$ 3.000
12019;1;Objeto: Serviço de manutenção e conservação de veículos.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160485;4 CIRCUNSCRICAO DE SERVICO MILITAR;SAO PAULO;30/01/2019;;R$ 5.000
12019;1;Objeto: Aquisição de passagem aérea para ESTAP 2019.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160358;6 REGIMENTO DE CAVALARIA BLINDADO;ALEGRETE;22/01/2019;;R$ 7.040
12019;1;Objeto: Material para pintura do SVPM;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52131;Comando da Marinha;764200;SERVICO DE VETERANOS E PENS. DA MARINHA;RIO DE JANEIRO;17/01/2019;;R$ 9.975
12019;jan/12;Objeto: Serviço de fornecimento de energia elétrica;Inexigibilidade de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160288;CAMPO DE INSTRUCAO DE GERICINO;RIO DE JANEIRO;29/01/2019;;R$ 1
12019;jan/18;Objeto: Aquisição de 02(duas) unidades do cartucho de toner Xerox (original) ref: 106R01487 para equipamento WorkCentre 3220;Dispensa de Licitação;Encerrado;99900;República Federativa do Brasil;95320;Estado do Rio de Janeiro;926690;CONSELHO REGIONAL DE ODONTOLOGIA - RJ;Inválido;09/01/2019;04/01/2019;R$ 300
12019;jan/19;Objeto: Processo de dispensa com a finalidade de ser emitido certificado digital e máquina leitora de certificado, destinado a atender a necessidade de gerenciamento de pregões, tendo como usuário o novo comandante desta OM. A certificação digital é exigência para alguns agentes da administração.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160473;2 GRUPO DE ARTILHARIA ANTIAEREA;PRAIA GRANDE;21/01/2019;;R$ 889
12019;jan/19;Objeto: Aquisição de passagens aéreas em território nacional.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160324;INSTITUTO DE BIOLOGIA DO EXERCITO;RIO DE JANEIRO;29/01/2019;;R$ 913
12019;jan/19;Objeto: Aquisição de tokens/certificações digitais para militares desta UG;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52904;Fundo do Exército;167008;CENTRO DE EMBARCACOES DO COM.MIL.DA AMAZONIA;MANAUS;17/01/2019;;R$ 1.416
12019;jan/19;Objeto: Serviço de fornecimento de energia eletrica;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52904;Fundo do Exército;167497;2 INSPETORIA DE CONTABILIDADE E FINANCAS;SAO PAULO;24/01/2019;;R$ 2.111
12019;jan/19;Objeto: Concessionária Telefonia Fixa;Inexigibilidade de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160357;12 COMPANHIA DE COMUNICACOES MECANIZADA;ALEGRETE;29/01/2019;;R$ 2.343
12019;jan/19;Objeto: Credenciamento de Organizações Civis de Saúde e de Profissionais de Saúde Autônomos.;Inexigibilidade de Licitação;Publicado;52000;Ministério da Defesa;52121;Comando do Exército;160118;COMANDO DA 4ª REGIÃO MILITAR;BELO HORIZONTE;09/01/2019;;R$ 6.975.000
12019;01/2019 - SALC;Objeto: Contratação de serviço de fornecimento de energia elétrica para atender necessidades do CIOpEsp.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160134;CENTRO DE INSTRUçAO DE OPERAçOES ESPECIAIS;NITEROI;29/01/2019;;R$ 1
12019;01/2019 Salc;Objeto: Serviço de tecnologia da Informação;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160404;4 REGIMENTO DE CARRROS DE COMBATE;ROSARIO DO SUL;24/01/2019;;R$ 383
12019;010/2019;Objeto: Aquisição de 350 garrafões de água mineral de 20 litros.;Dispensa de Licitação;Encerrado;25000;Ministério da Economia;37201;Fundação Jorge Duprat Figueiredo, de Seguranç;264007;FUNDACENTRO - CENTRO REGIONAL NORDESTE - PE;RECIFE;31/01/2019;;R$ 2.975
12019;011/2019;Objeto: Prestação de Serviço de Distribuição da Publicidade Legal para atender as demandas do Laboratório Nacional de Computação Científica - LNCC.;Dispensa de Licitação;Publicado;24000;Ministério da Ciência, Tecnologia, Inovações ;24000;Ministério da Ciência, Tecnologia, Inovações ;240123;LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA;PETROPOLIS;24/01/2019;;R$ 24.000
12019;12019;Objeto: Custeio de SEGURO DPVAT das viaturas, com os seguintes RENAVAN: Toyota Bandeirante - 007033567-0, Uno Mille Fire-0088222850-1, Gol City 1.6 0055378177-4, S/10 Colina - 0033164506-8, Montana - 0081663401-7, Ducato - 0050395607-4, Nissan Frontier - 0110613852-7 PARA O ANO DE 2019.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160232;13 BATALHAO DE INFANTARIA BLINDADO;PONTA GROSSA;29/01/2019;;R$ 114
12019;12019;Objeto: Emissão de certificado digital.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160108;12º BATALHÃO DE INFANTARIA LEVE-MONTANHA;BELO HORIZONTE;18/01/2019;;R$ 267
12019;12019;Objeto: Rack Painel para TVs;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52131;Comando da Marinha;771300;CENTRO DE OBTENCAO DA MARINHA NO R.J.;RIO DE JANEIRO;21/01/2019;10/01/2019;R$ 455
12019;12019;Objeto: Contratação de serviço de telefonia móvel.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52131;Comando da Marinha;740000;DIRETORIA-GERAL DO MATERIAL DA MARINHA;RIO DE JANEIRO;11/01/2019;;R$ 950
12019;12019;Objeto: Telefonica Brasil S.A. (VIVO);Inexigibilidade de Licitação;Encerrado;52000;Ministério da Defesa;52131;Comando da Marinha;731050;BATALHAO NAVAL;RIO DE JANEIRO;29/01/2019;;R$ 16.000
12019;12019;Objeto: Contratação de curso profissionalizante;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160382;1º CENTRO DE GEOINFORMAÇÃO;PORTO ALEGRE;21/01/2019;;R$ 16.800
12019;12019;Objeto: Pagamento de despesa com fornecimento de água.;Inexigibilidade de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160254;1º BATALHÃO DE INFANTARIA MECANIZADO (ES);RIO DE JANEIRO;30/01/2019;;R$ 17.600
12019;1,21E+15;Objeto: Pagamento da anuidade da Associação Brasileira de Editores Científicos (ABEC);Inexigibilidade de Licitação;Encerrado;24000;Ministério da Ciência, Tecnologia, Inovações ;24000;Ministério da Ciência, Tecnologia, Inovações ;240125;MUSEU PARAENSE EMILIO GOELDI;BELEM;30/01/2019;;R$ 500
12019;01206.000001/2019;Objeto: Seringa tríplice odontológica;Dispensa de Licitação;Encerrado;24000;Ministério da Ciência, Tecnologia, Inovações ;24000;Ministério da Ciência, Tecnologia, Inovações ;240120;CENTRO BRASILEIRO DE PESQUISAS FISICAS;RIO DE JANEIRO;30/01/2019;25/01/2019;R$ 200
12019;1,21E+15;Objeto: Serviço de fornecimento de água e tratamento de esgoto.;Inexigibilidade de Licitação;Publicado;24000;Ministério da Ciência, Tecnologia, Inovações ;24000;Ministério da Ciência, Tecnologia, Inovações ;240127;CENTRO DE TECNOLOGIA MINERAL;RIO DE JANEIRO;18/01/2019;;R$ 110.000
12019;1,21E+15;Objeto: Serviço de taxi.;Dispensa de Licitação;Encerrado;24000;Ministério da Ciência, Tecnologia, Inovações ;24000;Ministério da Ciência, Tecnologia, Inovações ;240127;CENTRO DE TECNOLOGIA MINERAL;RIO DE JANEIRO;21/01/2019;;R$ 14.400
12019;01208.000008/2018;Objeto: Participação do servidor Rafael Barbosa Faria no curso de Pós graduação em GESTÃO ORÇAMENTÁRIA E FINANCEIRA.;Inexigibilidade de Licitação;Encerrado;24000;Ministério da Ciência, Tecnologia, Inovações ;24000;Ministério da Ciência, Tecnologia, Inovações ;240124;MUSEU DE ASTRONOMIA E CIENCIAS AFINS;RIO DE JANEIRO;21/01/2019;;R$ 3.128
12019;1,21E+15;Objeto: Aquisição de lote de engenharia para projetos em desenvolvimento de produtos CTT13002-26 e CTT13002-28.;Dispensa de Licitação;Encerrado;24000;Ministério da Ciência, Tecnologia, Inovações ;24209;Centro Nacional de Tecnologia Eletrônica Avan;245209;CENTRO NACIONAL DE TECNOLOGIA ELETRONICA AVAN;PORTO ALEGRE;16/01/2019;;R$ 8.527
